id,notation,status,description,label
http://codes.wmo.int/306/4678/DRDU,DRDU,stable,,Low drifting dust
http://codes.wmo.int/306/4678/DRSA,DRSA,stable,,Low drifting sand
http://codes.wmo.int/306/4678/DRSN,DRSN,stable,,Low drifting snow
http://codes.wmo.int/306/4678/DS,DS,stable,,Duststorm
http://codes.wmo.int/306/4678/DU,DU,stable,,Dust
http://codes.wmo.int/306/4678/DZ,DZ,stable,,Precipitation of drizzle
http://codes.wmo.int/306/4678/DZPL,DZPL,stable,,Precipitation of drizzle and ice pellets
http://codes.wmo.int/306/4678/DZPLRA,DZPLRA,stable,,"Precipitation of drizzle, ice pellets and rain"
http://codes.wmo.int/306/4678/DZRA,DZRA,stable,,Precipitation of drizzle and rain
http://codes.wmo.int/306/4678/DZRAPL,DZRAPL,stable,,"Precipitation of drizzle, rain and ice pellets"
http://codes.wmo.int/306/4678/DZRASG,DZRASG,stable,,"Precipitation of drizzle, rain and snow grains"
http://codes.wmo.int/306/4678/DZRASN,DZRASN,stable,,"Precipitation of drizzle, rain and snow"
http://codes.wmo.int/306/4678/DZSG,DZSG,stable,,Precipitation of drizzle and snow grains
http://codes.wmo.int/306/4678/DZSGRA,DZSGRA,stable,,"Precipitation of drizzle, snow grains and rain"
http://codes.wmo.int/306/4678/DZSN,DZSN,stable,,Precipitation of drizzle and snow
http://codes.wmo.int/306/4678/DZSNRA,DZSNRA,stable,,"Precipitation of drizzle, snow and rain"
http://codes.wmo.int/306/4678/FC,FC,stable,,Funnel cloud(s) (tornado or water-spout)
http://codes.wmo.int/306/4678/FG,FG,stable,,Fog
http://codes.wmo.int/306/4678/FU,FU,stable,,Smoke
http://codes.wmo.int/306/4678/FZDZ,FZDZ,stable,,Precipitation of freezing drizzle
http://codes.wmo.int/306/4678/FZDZRA,FZDZRA,stable,,Precipitation of freezing drizzle and rain
http://codes.wmo.int/306/4678/FZFG,FZFG,stable,,Freezing fog
http://codes.wmo.int/306/4678/FZRA,FZRA,stable,,Precipitation of freezng rain
http://codes.wmo.int/306/4678/FZRADZ,FZRADZ,stable,,Precipitation of freezing rain and drizzle
http://codes.wmo.int/306/4678/FZUP,FZUP,stable,,Unidentified freezing precipitation
http://codes.wmo.int/306/4678/HZ,HZ,stable,,Haze
http://codes.wmo.int/306/4678/MIFG,MIFG,stable,,Shallow fog
http://codes.wmo.int/306/4678/PL,PL,stable,,Precipitation of ice pellets
http://codes.wmo.int/306/4678/PLDZ,PLDZ,stable,,Precipitation of ice pellets and drizzle
http://codes.wmo.int/306/4678/PLDZRA,PLDZRA,stable,,"Precipitation of ice pellets, drizzle and rain"
http://codes.wmo.int/306/4678/PLRA,PLRA,stable,,Precipitation of ice pellets and rain
http://codes.wmo.int/306/4678/PLRADZ,PLRADZ,stable,,"Precipitation of ice pellets, rain and drizzle"
http://codes.wmo.int/306/4678/PLRASN,PLRASN,stable,,"Precipitation of ice pellets, rain and snow"
http://codes.wmo.int/306/4678/PLSG,PLSG,stable,,Precipitation of ice pellets and snow grains
http://codes.wmo.int/306/4678/PLSGSN,PLSGSN,stable,,"Precipitation of ice pellets, snow grains and snow"
http://codes.wmo.int/306/4678/PLSN,PLSN,stable,,Precipitation of ice pellets and snow
http://codes.wmo.int/306/4678/PLSNRA,PLSNRA,stable,,"Precipitation of ice pellets, snow and rain"
http://codes.wmo.int/306/4678/PLSNSG,PLSNSG,stable,,"Precipitation of ice pellets, snow and snow grains"
http://codes.wmo.int/306/4678/PO,PO,stable,,Dust/sand whirls (dust devils)
http://codes.wmo.int/306/4678/PRFG,PRFG,stable,,Partial fog (covering part of the aerodrome)
http://codes.wmo.int/306/4678/RA,RA,stable,,Precipitation of rain
http://codes.wmo.int/306/4678/RADZ,RADZ,stable,,Precipitation of rain and drizzle
http://codes.wmo.int/306/4678/RADZPL,RADZPL,stable,,"Precipitation of rain, drizzle and ice pellets"
http://codes.wmo.int/306/4678/RADZSG,RADZSG,stable,,"Precipitation of rain, drizzle and snow grains"
http://codes.wmo.int/306/4678/RADZSN,RADZSN,stable,,"Precipitation of rain, drizzle and snow"
http://codes.wmo.int/306/4678/RAPL,RAPL,stable,,Precipitation of rain and ice pellets
http://codes.wmo.int/306/4678/RAPLDZ,RAPLDZ,stable,,"Precipitation of rain, ice pellets and drizzle"
http://codes.wmo.int/306/4678/RAPLSN,RAPLSN,stable,,"Precipitation of rain, ice pellets and snow"
http://codes.wmo.int/306/4678/RASG,RASG,stable,,Precipitation of rain and snow grains
http://codes.wmo.int/306/4678/RASGDZ,RASGDZ,stable,,"Precipitation of rain, snow grains and drizzle"
http://codes.wmo.int/306/4678/RASGSN,RASGSN,stable,,"Precipitation of rain, snow grains and snow"
http://codes.wmo.int/306/4678/RASN,RASN,stable,,Precipitation of rain and snow
http://codes.wmo.int/306/4678/RASNDZ,RASNDZ,stable,,"Precipitation of rain, snow and drizzle"
http://codes.wmo.int/306/4678/RASNPL,RASNPL,stable,,"Precipitation of rain, snow and ice pellets"
http://codes.wmo.int/306/4678/RASNSG,RASNSG,stable,,"Precipitation of rain, snow and snow grains"
http://codes.wmo.int/306/4678/SA,SA,stable,,Sand
http://codes.wmo.int/306/4678/SG,SG,stable,,Precipitation of snow grains
http://codes.wmo.int/306/4678/SGDZ,SGDZ,stable,,Precipitation of snow grains and drizzle
http://codes.wmo.int/306/4678/SGDZRA,SGDZRA,stable,,"Precipitation of snow grains, drizzle and rain"
http://codes.wmo.int/306/4678/SGPL,SGPL,stable,,Precipitation of snow grains and ice pellets
http://codes.wmo.int/306/4678/SGPLSN,SGPLSN,stable,,"Precipitation of snow grains, ice pellets and snow"
http://codes.wmo.int/306/4678/SGRA,SGRA,stable,,Precipitation of snow grains and rain
http://codes.wmo.int/306/4678/SGRADZ,SGRADZ,stable,,"Precipitation of snow grains, rain and drizzle"
http://codes.wmo.int/306/4678/SGRASN,SGRASN,stable,,"Precipitation of snow grains, rain and snow"
http://codes.wmo.int/306/4678/SGSN,SGSN,stable,,Precipitation of snow grains and snow
http://codes.wmo.int/306/4678/SGSNPL,SGSNPL,stable,,"Precipitation of snow grains, snow and ice pellets"
http://codes.wmo.int/306/4678/SGSNRA,SGSNRA,stable,,"Precipitation of snow grains, snow and rain"
http://codes.wmo.int/306/4678/SHGR,SHGR,stable,,Showery precipitation of hail
http://codes.wmo.int/306/4678/SHGRRA,SHGRRA,stable,,Showery precipitation of hail and rain
http://codes.wmo.int/306/4678/SHGRRASN,SHGRRASN,stable,,"Showery precipitation of hail, rain and snow"
http://codes.wmo.int/306/4678/SHGRSN,SHGRSN,stable,,Showery precipitation of hail and snow
http://codes.wmo.int/306/4678/SHGRSNRA,SHGRSNRA,stable,,"Showery precipitation of hail, snow and rain"
http://codes.wmo.int/306/4678/SHGS,SHGS,stable,,Showery precipitation of snow pellets/small hail
http://codes.wmo.int/306/4678/SHGSRA,SHGSRA,stable,,Showery precipitation of snow pellets/small hail and rain
http://codes.wmo.int/306/4678/SHGSRASN,SHGSRASN,stable,,"Showery precipitation of snow pellets/small hail, rain and snow"
http://codes.wmo.int/306/4678/SHGSSN,SHGSSN,stable,,Showery precipitation of snow pellets/small hail and snow
http://codes.wmo.int/306/4678/SHGSSNRA,SHGSSNRA,stable,,"Showery precipitation of snow pellets/small hail, snow and rain"
http://codes.wmo.int/306/4678/SHRA,SHRA,stable,,Showery precipitation of rain
http://codes.wmo.int/306/4678/SHRAGR,SHRAGR,stable,,Showery precipitation of rain and hail
http://codes.wmo.int/306/4678/SHRAGRSN,SHRAGRSN,stable,,"Showery precipitation of rain, hail and snow"
http://codes.wmo.int/306/4678/SHRAGS,SHRAGS,stable,,Showery precipitation of rain and snow pellets/small hail
http://codes.wmo.int/306/4678/SHRAGSSN,SHRAGSSN,stable,,"Showery precipitation of rain, snow pellets/small hail and snow"
http://codes.wmo.int/306/4678/SHRASN,SHRASN,stable,,Showery precipitation of rain and snow
http://codes.wmo.int/306/4678/SHRASNGR,SHRASNGR,stable,,"Showery precipitation of rain, snow and hail"
http://codes.wmo.int/306/4678/SHRASNGS,SHRASNGS,stable,,"Showery precipitation of rain, snow and snow pellets/small hail"
http://codes.wmo.int/306/4678/SHSN,SHSN,stable,,Showery precipitation of snow
http://codes.wmo.int/306/4678/SHSNGR,SHSNGR,stable,,Showery precipitation of snow and hail
http://codes.wmo.int/306/4678/SHSNGRRA,SHSNGRRA,stable,,"Showery precipitation of snow, hail and rain"
http://codes.wmo.int/306/4678/SHSNGS,SHSNGS,stable,,Showery precipitation of snow and snow pellets/small hail
http://codes.wmo.int/306/4678/SHSNGSRA,SHSNGSRA,stable,,"Showery precipitation of snow, snow pellets/small hail and rain"
http://codes.wmo.int/306/4678/SHSNRA,SHSNRA,stable,,Showery precipitation of snow and rain
http://codes.wmo.int/306/4678/SHSNRAGR,SHSNRAGR,stable,,"Showery precipitation of snow, rain and hail"
http://codes.wmo.int/306/4678/SHSNRAGS,SHSNRAGS,stable,,"Showery precipitation of snow, rain and snow pellets/small hail"
http://codes.wmo.int/306/4678/SHUP,SHUP,stable,,Unidentified showery precipitation
http://codes.wmo.int/306/4678/SN,SN,stable,,Precipitation of snow
http://codes.wmo.int/306/4678/SNDZ,SNDZ,stable,,Precipitation of snow and drizzle
http://codes.wmo.int/306/4678/SNDZRA,SNDZRA,stable,,"Precipitation of snow, drizzle and rain"
http://codes.wmo.int/306/4678/SNPL,SNPL,stable,,Precipitation of snow and ice pellets
http://codes.wmo.int/306/4678/SNPLRA,SNPLRA,stable,,"Precipitation of snow, ice pellets and rain"
http://codes.wmo.int/306/4678/SNPLSG,SNPLSG,stable,,"Precipitation of snow, ice pellets and snow grains"
http://codes.wmo.int/306/4678/SNRA,SNRA,stable,,Precipitation of snow and rain
http://codes.wmo.int/306/4678/SNRADZ,SNRADZ,stable,,"Precipitation of snow, rain and drizzle"
http://codes.wmo.int/306/4678/SNRAPL,SNRAPL,stable,,"Precipitation of snow, rain and ice pellets"
http://codes.wmo.int/306/4678/SNRASG,SNRASG,stable,,"Precipitation of snow, rain and snow grains"
http://codes.wmo.int/306/4678/SNSG,SNSG,stable,,Precipitation of snow and snow grains
http://codes.wmo.int/306/4678/SNSGPL,SNSGPL,stable,,"Precipitation of snow, snow grains and ice pellets"
http://codes.wmo.int/306/4678/SNSGRA,SNSGRA,stable,,"Precipitation of snow, snow grains and rain"
http://codes.wmo.int/306/4678/SQ,SQ,stable,,Squalls
http://codes.wmo.int/306/4678/SS,SS,stable,,Sandstorm
http://codes.wmo.int/306/4678/TS,TS,stable,,Thunderstorm
http://codes.wmo.int/306/4678/TSGR,TSGR,stable,,Thunderstorm with precipitation of hail
http://codes.wmo.int/306/4678/TSGRRA,TSGRRA,stable,,Thunderstorm with precipitation of hail and rain
http://codes.wmo.int/306/4678/TSGRRASN,TSGRRASN,stable,,"Thunderstorm with precipitation of hail, rain and snow"
http://codes.wmo.int/306/4678/TSGRSN,TSGRSN,stable,,Thunderstorm with precipitation of hail and snow
http://codes.wmo.int/306/4678/TSGRSNRA,TSGRSNRA,stable,,"Thunderstorm with precipitation of hail, snow and rain"
http://codes.wmo.int/306/4678/TSGS,TSGS,stable,,Thunderstorm with precipitation of snow pellets/small hail
http://codes.wmo.int/306/4678/TSGSRA,TSGSRA,stable,,Thunderstorm with precipitation of snow pellets/small hail and rain
http://codes.wmo.int/306/4678/TSGSRASN,TSGSRASN,stable,,"Thunderstorm with precipitation of snow pellets/small hail, rain and snow"
http://codes.wmo.int/306/4678/TSGSSN,TSGSSN,stable,,Thunderstorm with precipitation of snow pellets/small hail and snow
http://codes.wmo.int/306/4678/TSGSSNRA,TSGSSNRA,stable,,"Thunderstorm with precipitation of snow pellets/small hail, snow and rain"
http://codes.wmo.int/306/4678/TSRA,TSRA,stable,,Thunderstorm with precipitation of rain
http://codes.wmo.int/306/4678/TSRAGR,TSRAGR,stable,,Thunderstorm with precipitation of rain and hail
http://codes.wmo.int/306/4678/TSRAGRSN,TSRAGRSN,stable,,"Thunderstorm with precipitation of rain, hail and snow"
http://codes.wmo.int/306/4678/TSRAGS,TSRAGS,stable,,Thunderstorm with precipitation of rain and snow pellets/small hail
http://codes.wmo.int/306/4678/TSRAGSSN,TSRAGSSN,stable,,"Thunderstorm with precipitation of rain, snow pellets/small hail and snow"
http://codes.wmo.int/306/4678/TSRASN,TSRASN,stable,,Thunderstorm with precipitation of rain and snow
http://codes.wmo.int/306/4678/TSRASNGR,TSRASNGR,stable,,"Thunderstorm with precipitation of rain, snow and hail"
http://codes.wmo.int/306/4678/TSRASNGS,TSRASNGS,stable,,"Thunderstorm with precipitation of rain, snow and snow pellets/small hail"
http://codes.wmo.int/306/4678/TSSN,TSSN,stable,,Thunderstorm with precipitation of snow
http://codes.wmo.int/306/4678/TSSNGR,TSSNGR,stable,,Thunderstorm with precipitation of snow and hail
http://codes.wmo.int/306/4678/TSSNGRRA,TSSNGRRA,stable,,"Thunderstorm with precipitation of snow, hail and rain"
http://codes.wmo.int/306/4678/TSSNGS,TSSNGS,stable,,Thunderstorm with precipitation of snow and snow pellets/small hail
http://codes.wmo.int/306/4678/TSSNGSRA,TSSNGSRA,stable,,"Thunderstorm with precipitation of snow, snow pellets/small hail and rain"
http://codes.wmo.int/306/4678/TSSNRA,TSSNRA,stable,,Thunderstorm with precipitation of snow and rain
http://codes.wmo.int/306/4678/TSSNRAGR,TSSNRAGR,stable,,"Thunderstorm with precipitation of snow, rain and hail"
http://codes.wmo.int/306/4678/TSSNRAGS,TSSNRAGS,stable,,"Thunderstorm with precipitation of snow, rain and snow pellets/small hail"
http://codes.wmo.int/306/4678/TSUP,TSUP,stable,,Thunderstorm with unidentified precipitation
http://codes.wmo.int/306/4678/UP,UP,stable,,Unidentified precipitation
http://codes.wmo.int/306/4678/VA,VA,stable,,Volcanic ash
http://codes.wmo.int/306/4678/VCBLDU,VCBLDU,stable,,Blowing dust in the vicinity
http://codes.wmo.int/306/4678/VCBLSA,VCBLSA,stable,,Blowing sand in the vicinity
http://codes.wmo.int/306/4678/VCBLSN,VCBLSN,stable,,Blowing snow in the vicinity
http://codes.wmo.int/306/4678/VCDS,VCDS,stable,,Duststorm in the vicinity
http://codes.wmo.int/306/4678/VCFC,VCFC,stable,,Funnel cloud(s) (tornado or water-spout) in the vicinity
http://codes.wmo.int/306/4678/VCFG,VCFG,stable,,Fog in the vicinity
http://codes.wmo.int/306/4678/VCPO,VCPO,stable,,Dust/sand whirls (dust devils) in the vicinity
http://codes.wmo.int/306/4678/VCSH,VCSH,stable,,Shower(s) in the vicinity
http://codes.wmo.int/306/4678/VCSS,VCSS,stable,,Sandstorm in the vicinity
http://codes.wmo.int/306/4678/VCTS,VCTS,stable,,Thunderstorm in the vicinity
http://codes.wmo.int/306/4678/VCVA,VCVA,stable,,Volcanic ash in the vicinity
