notation,label,description,altLabel,publishDate,source,seeAlso,note,related,iwxxmVersionInfo,URI,status
nil,Code Table D-1: Nil reasons,Nil-reason terms are used to provide an explanation for recording a missing (or void) value within a data product. Terms are drawn from authorities in addition to WMO including ISO/TC 211 (from ISO 19136:2007 Geography markup language clause 8.2.3.1; published on their behalf by the Open Geospatial Consortium).,,2014-09-03T09:52:34.941Z,,,,,1.1;2.1;3.0;2021-2;2023-1;2025-2,http://codes.wmo.int/common/nil,stable
