id,notation,status,description,label,related,iwxxmVersionInfo
http://codes.wmo.int/49-2/VolcanicAshConcentrations/LOW_AND_POSSIBLY_HIGHER,LOW_AND_POSSIBLY_HIGHER,experimental,Greater than or equal to 0.2 mg/m3 - Low and possibly higher,Greater than or equal to 0.2 mg/m3 - Low and possibly higher,,2025-2
http://codes.wmo.int/49-2/VolcanicAshConcentrations/MEDIUM_AND_POSSIBLY_HIGHER,MEDIUM_AND_POSSIBLY_HIGHER,experimental,Greater than or equal to 2 mg/m3 - Medium and possibly higher,Greater than or equal to 2 mg/m3 - Medium and possibly higher,,2025-2
http://codes.wmo.int/49-2/VolcanicAshConcentrations/HIGH_AND_POSSIBLY_HIGHER,HIGH_AND_POSSIBLY_HIGHER,experimental,Greater than or equal to 5 mg/m3 - High and possibly higher,Greater than or equal to 5 mg/m3 - High and possibly higher,,2025-2
http://codes.wmo.int/49-2/VolcanicAshConcentrations/VERY_HIGH,VERY_HIGH,experimental,Greater than or equal to 10 mg/m3 - Very High,Greater than or equal to 10 mg/m3 - Very High,,2025-2
